phase,elapsed_ms,raw,voltage_mv
medium,33300,1311,6375
medium,33350,1316,6398
medium,33400,1315,6392
medium,33450,1312,6381
medium,33500,1315,6392
medium,33550,1312,6381
medium,33600,1311,6375
medium,33650,1315,6392
medium,33700,1315,6392
medium,33750,1311,6375
medium,33800,1315,6392
medium,33850,1245,6052
medium,33900,1315,6392
medium,33951,1309,6363
medium,34000,1311,6375
medium,34050,1311,6375
medium,34100,1315,6392
medium,34150,1309,6363
medium,34200,1311,6375
medium,34250,1315,6392
medium,34300,1316,6398
medium,34350,1311,6375
medium,34400,1308,6363
medium,34450,1309,6363
medium,34500,1312,6381
medium,34550,1310,6369
medium,34600,1317,6404
medium,34650,1311,6375
medium,34700,1311,6375
medium,34750,1316,6398
medium,34800,1308,6363
medium,34850,1311,6375
medium,34900,1311,6375
medium,34951,1310,6369
medium,35000,1309,6363
medium,35050,1308,6363
medium,35100,1312,6381
medium,35150,1316,6398
medium,35200,1317,6404
medium,35250,1315,6392
medium,35300,1316,6398
medium,35350,1312,6381
medium,35400,1311,6375
medium,35450,1316,6398
medium,35500,1315,6392
medium,35550,1315,6392
medium,35600,1315,6392
medium,35650,1310,6369
medium,35700,1316,6398
medium,35750,1311,6375
medium,35800,1315,6392
medium,35850,1309,6363
medium,35900,1240,6028
medium,35950,1315,6392
medium,36000,1315,6392
medium,36050,1311,6375
medium,36100,1311,6375
medium,36150,1310,6369
medium,36200,1316,6398
medium,36250,1310,6369
medium,36300,1311,6375
medium,36350,1311,6375
medium,36400,1309,6363
medium,36450,1311,6375
medium,36500,1311,6375
medium,36550,1317,6404
medium,36600,1310,6369
medium,36650,1312,6381
medium,36700,1311,6375
medium,36750,1315,6392
medium,36800,1315,6392
medium,36850,1308,6363
medium,36900,1308,6363
medium,36951,1307,6357
medium,37000,1311,6375
medium,37050,1312,6381
medium,37100,1316,6398
medium,37150,1316,6398
medium,37200,1315,6392
medium,37250,1316,6398
medium,37300,1317,6404
medium,37350,1315,6392
medium,37400,1312,6381
medium,37450,1315,6392
medium,37500,1311,6375
medium,37550,1315,6392
medium,37600,1315,6392
medium,37650,1315,6392
medium,37700,1317,6404
medium,37750,1315,6392
medium,37800,1311,6375
medium,37850,1311,6375
medium,37900,1309,6363
medium,37950,1315,6392
medium,38000,1309,6363
medium,38050,1235,6005
medium,38100,1316,6398
medium,38150,1311,6375
medium,38200,1309,6363
medium,38250,1307,6357
medium,38300,1315,6392
medium,38350,1311,6375
medium,38400,1311,6375
medium,38450,1308,6363
medium,38500,1310,6369
medium,38550,1317,6404
medium,38600,1315,6392
medium,38650,1315,6392
medium,38700,1307,6357
medium,38750,1311,6375
medium,38800,1315,6392
medium,38850,1307,6357
medium,38900,1316,6398
medium,38950,1307,6357
medium,39000,1315,6392
medium,39050,1315,6392
medium,39100,1311,6375
medium,39150,1316,6398
medium,39200,1315,6392
medium,39250,1315,6392
medium,39300,1311,6375
medium,39350,1312,6381
medium,39400,1314,6392
medium,39450,1315,6392
medium,39500,1311,6375
medium,39550,1315,6392
medium,39600,1311,6375
medium,39650,1312,6381
medium,39700,1311,6375
medium,39750,1317,6404
medium,39800,1316,6398
medium,39850,1315,6392
medium,39900,1315,6392
medium,39950,1309,6363
medium,40000,1311,6375
medium,40050,1311,6375
medium,40100,1307,6357
medium,40150,1311,6375
medium,40200,1235,6005
medium,40250,1316,6398
medium,40300,1309,6363
medium,40350,1315,6392
medium,40400,1308,6363
medium,40450,1308,6363
medium,40500,1311,6375
medium,40550,1310,6369
medium,40600,1311,6375
medium,40650,1308,6363
medium,40700,1307,6357
medium,40750,1316,6398
medium,40800,1311,6375
medium,40850,1312,6381
medium,40900,1308,6363
medium,40950,1310,6369
medium,41000,1312,6381
medium,41050,1316,6398
medium,41100,1311,6375
medium,41150,1316,6398
medium,41200,1311,6375
medium,41250,1311,6375
medium,41300,1311,6375
medium,41350,1311,6375
medium,41400,1309,6363
medium,41450,1317,6404
medium,41500,1310,6369
medium,41550,1317,6404
medium,41600,1317,6404
medium,41650,1311,6375
medium,41700,1315,6392
medium,41750,1317,6404
medium,41800,1315,6392
medium,41850,1317,6404
medium,41900,1315,6392
medium,41950,1317,6404
medium,42000,1315,6392
medium,42050,1311,6375
medium,42100,1311,6375
medium,42150,1315,6392
medium,42200,1308,6363
medium,42250,1308,6363
medium,42300,1309,6363
medium,42350,1240,6028
medium,42400,1311,6375
medium,42450,1311,6375
medium,42500,1309,6363
medium,42550,1308,6363
medium,42600,1317,6404
medium,42650,1316,6398
medium,42700,1312,6381
medium,42750,1309,6363
medium,42800,1309,6363
medium,42850,1311,6375
medium,42900,1311,6375
medium,42950,1311,6375
medium,43000,1308,6363
medium,43050,1310,6369
medium,43100,1311,6375
medium,43150,1317,6404
medium,43200,1311,6375
medium,43250,1311,6375
medium,43300,1317,6404
medium,43350,1315,6392
medium,43400,1317,6404
medium,43450,1315,6392
medium,43500,1311,6375
medium,43550,1311,6375
medium,43600,1315,6392
medium,43650,1315,6392
medium,43700,1315,6392
medium,43750,1312,6381
medium,43800,1317,6404
medium,43850,1311,6375
medium,43900,1315,6392
medium,43950,1315,6392
medium,44000,1312,6381
medium,44050,1312,6381
medium,44100,1307,6357
medium,44150,1309,6363
medium,44200,1312,6381
medium,44250,1308,6363
medium,44300,1315,6392
medium,44350,1307,6357
medium,44400,1310,6369
medium,44450,1311,6375
medium,44500,1240,6028
medium,44550,1311,6375
medium,44600,1309,6363
medium,44650,1311,6375
medium,44700,1308,6363
medium,44750,1309,6363
medium,44800,1311,6375
medium,44850,1310,6369
medium,44900,1311,6375
medium,44950,1309,6363
medium,45000,1311,6375
medium,45050,1317,6404
medium,45100,1311,6375
medium,45150,1315,6392
medium,45200,1312,6381
medium,45250,1315,6392
medium,45300,1315,6392
medium,45350,1316,6398
medium,45400,1309,6363
medium,45450,1317,6404
medium,45500,1315,6392
medium,45550,1315,6392
medium,45600,1316,6398
medium,45650,1311,6375
medium,45700,1311,6375
medium,45750,1311,6375
medium,45800,1315,6392
medium,45850,1311,6375
medium,45900,1317,6404
medium,45950,1316,6398
medium,46000,1311,6375
medium,46050,1311,6375
medium,46100,1309,6363
medium,46150,1315,6392
medium,46200,1309,6363
medium,46250,1317,6404
medium,46300,1309,6363
medium,46350,1309,6363
medium,46400,1311,6375
medium,46450,1311,6375
medium,46500,1317,6404
medium,46550,1306,6351
medium,46600,1309,6363
medium,46650,1255,6105
medium,46700,1316,6398
medium,46750,1312,6381
medium,46800,1309,6363
medium,46850,1308,6363
medium,46900,1312,6381
medium,46950,1311,6375
medium,47000,1311,6375
medium,47050,1311,6375
medium,47100,1311,6375
medium,47150,1311,6375
medium,47200,1315,6392
medium,47250,1311,6375
medium,47300,1311,6375
medium,47350,1315,6392
medium,47400,1315,6392
medium,47450,1316,6398
medium,47500,1315,6392
medium,47550,1311,6375
medium,47600,1311,6375
medium,47650,1311,6375
medium,47700,1315,6392
medium,47750,1315,6392
medium,47800,1311,6375
medium,47850,1316,6398
medium,47900,1315,6392
medium,47950,1310,6369
medium,48000,1311,6375
medium,48050,1311,6375
medium,48100,1315,6392
medium,48150,1310,6369
medium,48200,1311,6375
medium,48250,1311,6375
medium,48300,1311,6375
medium,48350,1311,6375
medium,48400,1310,6369
medium,48450,1309,6363
medium,48500,1311,6375
medium,48550,1311,6375
medium,48600,1312,6381
medium,48650,1306,6351
medium,48700,1237,6016
medium,48750,1317,6404
medium,48800,1311,6375
medium,48850,1311,6375
medium,48900,1311,6375
medium,48950,1316,6398
medium,49000,1315,6392
medium,49050,1309,6363
medium,49100,1311,6375
medium,49150,1312,6381
medium,49200,1311,6375
medium,49250,1311,6375
medium,49300,1316,6398
medium,49350,1316,6398
medium,49400,1311,6375
medium,49450,1316,6398
medium,49500,1311,6375
medium,49550,1311,6375
medium,49600,1312,6381
medium,49650,1312,6381
medium,49700,1311,6375
medium,49750,1315,6392
medium,49800,1312,6381
medium,49850,1312,6381
medium,49900,1315,6392
medium,49950,1316,6398
medium,50000,1311,6375
medium,50050,1311,6375
medium,50100,1311,6375
medium,50150,1310,6369
medium,50200,1311,6375
medium,50250,1309,6363
medium,50300,1312,6381
medium,50350,1315,6392
medium,50400,1309,6363
medium,50450,1311,6375
medium,50500,1309,6363
medium,50550,1316,6398
medium,50600,1309,6363
medium,50650,1310,6369
medium,50700,1310,6369
medium,50750,1316,6398
medium,50800,1309,6363
medium,50850,1270,6175
medium,50900,1309,6363
medium,50950,1310,6369
medium,51000,1311,6375
medium,51050,1315,6392
medium,51100,1315,6392
medium,51150,1315,6392
medium,51200,1312,6381
medium,51250,1317,6404
medium,51300,1311,6375
medium,51350,1317,6404
medium,51400,1310,6369
medium,51450,1310,6369
medium,51500,1316,6398
medium,51550,1315,6392
medium,51600,1317,6404
medium,51650,1310,6369
medium,51700,1315,6392
medium,51750,1312,6381
medium,51800,1316,6398
medium,51850,1315,6392
medium,51900,1317,6404
medium,51950,1318,6410
medium,52000,1312,6381
medium,52050,1311,6375
medium,52100,1315,6392
medium,52150,1311,6375
medium,52200,1310,6369
medium,52250,1310,6369
medium,52300,1317,6404
medium,52350,1311,6375
medium,52400,1311,6375
medium,52450,1309,6363
medium,52500,1309,6363
medium,52550,1316,6398
medium,52600,1315,6392
medium,52650,1315,6392
medium,52700,1309,6363
medium,52750,1310,6369
medium,52800,1312,6381
medium,52850,1308,6363
medium,52900,1315,6392
medium,52950,1307,6357
medium,53000,1237,6016
medium,53050,1311,6375
medium,53100,1315,6392
medium,53150,1317,6404
medium,53200,1312,6381
medium,53250,1311,6375
medium,53300,1316,6398
medium,53350,1315,6392
medium,53400,1311,6375
medium,53450,1317,6404
medium,53500,1316,6398
medium,53550,1315,6392
medium,53600,1315,6392
medium,53650,1315,6392
medium,53700,1311,6375
medium,53750,1315,6392
medium,53800,1315,6392
medium,53850,1315,6392
medium,53900,1315,6392
medium,53950,1316,6398
medium,54000,1315,6392
medium,54050,1311,6375
medium,54100,1309,6363
medium,54150,1317,6404
medium,54200,1309,6363
medium,54250,1316,6398
medium,54300,1309,6363
medium,54350,1315,6392
medium,54400,1309,6363
medium,54450,1309,6363
medium,54500,1311,6375
medium,54550,1309,6363
medium,54600,1312,6381
medium,54650,1315,6392
medium,54700,1309,6363
medium,54750,1316,6398
medium,54800,1315,6392
medium,54850,1312,6381
medium,54900,1311,6375
medium,54950,1311,6375
medium,55000,1316,6398
medium,55050,1315,6392
medium,55100,1315,6392
medium,55150,1244,6052
medium,55200,1315,6392
medium,55250,1311,6375
medium,55300,1317,6404
medium,55350,1316,6398
medium,55400,1311,6375
medium,55450,1315,6392
medium,55500,1317,6404
medium,55550,1315,6392
medium,55600,1317,6404
medium,55650,1317,6404
medium,55700,1315,6392
medium,55750,1317,6404
medium,55800,1315,6392
medium,55850,1315,6392
medium,55900,1312,6381
medium,55950,1315,6392
medium,56000,1312,6381
medium,56050,1315,6392
medium,56100,1311,6375
medium,56150,1312,6381
medium,56200,1315,6392
medium,56250,1309,6363
medium,56300,1309,6363
medium,56350,1315,6392
medium,56400,1311,6375
medium,56450,1311,6375
medium,56500,1311,6375
medium,56550,1307,6357
medium,56600,1318,6410
medium,56650,1311,6375
medium,56700,1315,6392
medium,56750,1310,6369
medium,56800,1311,6375
medium,56850,1315,6392
medium,56900,1316,6398
medium,56950,1315,6392
medium,57000,1309,6363
medium,57050,1308,6363
medium,57100,1312,6381
medium,57150,1311,6375
medium,57200,1309,6363
medium,57250,1311,6375
medium,57300,1253,6093
medium,57350,1315,6392
medium,57400,1311,6375
medium,57450,1316,6398
medium,57500,1312,6381
medium,57550,1317,6404
medium,57600,1316,6398
medium,57650,1315,6392
medium,57700,1316,6398
medium,57750,1315,6392
medium,57800,1316,6398
medium,57850,1315,6392
medium,57900,1315,6392
medium,57950,1315,6392
medium,58000,1311,6375
medium,58050,1314,6392
medium,58100,1309,6363
medium,58150,1311,6375
medium,58200,1315,6392
medium,58250,1315,6392
medium,58300,1317,6404
medium,58350,1308,6363
medium,58400,1310,6369
medium,58450,1311,6375
medium,58500,1309,6363
medium,58550,1315,6392
medium,58600,1309,6363
medium,58650,1316,6398
medium,58700,1315,6392
medium,58750,1311,6375
medium,58800,1316,6398
medium,58850,1309,6363
medium,58900,1315,6392
medium,58950,1311,6375
medium,59000,1309,6363
medium,59050,1315,6392
medium,59100,1315,6392
medium,59150,1317,6404
medium,59200,1317,6404
medium,59250,1315,6392
medium,59300,1309,6363
medium,59350,1310,6369
medium,59401,1311,6375
medium,59450,1316,6398
medium,59500,1315,6392
medium,59550,1315,6392
medium,59600,1316,6398
medium,59650,1312,6381
medium,59700,1317,6404
medium,59750,1317,6404
medium,59800,1319,6416
medium,59850,1315,6392
medium,59900,1315,6392
medium,59950,1315,6392
medium,60000,1311,6375
slow,5,1311,6375
slow,500,1309,6363
slow,1000,1308,6363
slow,1500,1317,6404
slow,2000,1312,6381
slow,2500,1311,6375
slow,3000,1310,6369
slow,3500,1312,6381
slow,4000,1315,6392
slow,4500,1311,6375
slow,5000,1315,6392
slow,5500,1316,6398
slow,6000,1317,6404
slow,6500,1312,6381
slow,7000,1311,6375
slow,7500,1316,6398
slow,8000,1311,6375
slow,8500,1307,6357
slow,9000,1312,6381
slow,9500,1311,6375
slow,10000,1311,6375
slow,10500,1309,6363
slow,11000,1311,6375
slow,11500,1311,6375
slow,12000,1311,6375
slow,12500,1314,6392
slow,13000,1311,6375
slow,13500,1315,6392
slow,14000,1315,6392
slow,14500,1308,6363
slow,15000,1309,6363
slow,15500,1311,6375
slow,16000,1317,6404
slow,16500,1311,6375
slow,17000,1309,6363
slow,17500,1311,6375
slow,18000,1312,6381
slow,18500,1311,6375
slow,19000,1315,6392
slow,19500,1315,6392
slow,20000,1311,6375
slow,20500,1312,6381
slow,21000,1311,6375
slow,21500,1315,6392
slow,22000,1315,6392
slow,22500,1309,6363
slow,23000,1311,6375
slow,23500,1311,6375
slow,24000,1311,6375
slow,24500,1309,6363
slow,25000,1248,6069
slow,25500,1311,6375
slow,26000,1311,6375
slow,26500,1311,6375
slow,27000,1311,6375
slow,27500,1311,6375
slow,28000,1315,6392
slow,28500,1311,6375
slow,29000,1307,6357
slow,29500,1312,6381
slow,30000,1311,6375
slow,30500,1315,6392
slow,31000,1309,6363
slow,31500,1316,6398
slow,32000,1315,6392
slow,32500,1311,6375
slow,33000,1315,6392
slow,33500,1241,6034
slow,34000,1311,6375
slow,34500,1311,6375
slow,35000,1311,6375
slow,35500,1308,6363
slow,36000,1315,6392
slow,36500,1308,6363
slow,37000,1309,6363
slow,37500,1310,6369
slow,38000,1311,6375
slow,38500,1309,6363
slow,39000,1309,6363
slow,39500,1311,6375
slow,40000,1311,6375
slow,40500,1312,6381
slow,41000,1312,6381
slow,41500,1311,6375
slow,42000,1235,6005
slow,42500,1311,6375
slow,43000,1308,6363
slow,43500,1315,6392
slow,44000,1311,6375
slow,44500,1312,6381
slow,45000,1309,6363
slow,45500,1315,6392
slow,46000,1311,6375
slow,46500,1315,6392
slow,47000,1315,6392
slow,47500,1312,6381
slow,48000,1315,6392
slow,48500,1311,6375
slow,49000,1315,6392
slow,49500,1316,6398
slow,50000,1312,6381
slow,50500,1299,6316
slow,51000,1311,6375
slow,51500,1312,6381
slow,52000,1316,6398
slow,52500,1307,6357
slow,53000,1309,6363
slow,53500,1311,6375
slow,54000,1311,6375
slow,54500,1311,6375
slow,55000,1311,6375
slow,55500,1316,6398
slow,56000,1311,6375
slow,56500,1309,6363
slow,57000,1308,6363
slow,57500,1311,6375
slow,58000,1312,6381
slow,58500,1311,6375
slow,59000,1307,6357
slow,59500,1311,6375
slow,60000,1315,6392
slow,60500,1311,6375
slow,61000,1315,6392
slow,61500,1312,6381
slow,62000,1312,6381
slow,62500,1312,6381
slow,63000,1315,6392
slow,63500,1315,6392
slow,64000,1311,6375
slow,64500,1309,6363
slow,65000,1311,6375
slow,65500,1311,6375
slow,66000,1311,6375
slow,66500,1310,6369
slow,67000,1311,6375
slow,67500,1309,6363
slow,68000,1315,6392
slow,68500,1312,6381
slow,69000,1315,6392
slow,69500,1312,6381
slow,70000,1312,6381
slow,70500,1309,6363
slow,71000,1307,6357
slow,71500,1311,6375
slow,72000,1312,6381
slow,72500,1307,6357
slow,73000,1309,6363
slow,73500,1316,6398
slow,74000,1311,6375
slow,74500,1315,6392
slow,75000,1315,6392
slow,75500,1315,6392
slow,76000,1315,6392
slow,76500,1312,6381
slow,77000,1309,6363
slow,77500,1311,6375
slow,78000,1310,6369
slow,78500,1312,6381
slow,79000,1316,6398
slow,79500,1315,6392
slow,80000,1312,6381
slow,80500,1309,6363
slow,81000,1312,6381
slow,81500,1311,6375
slow,82000,1311,6375
slow,82500,1311,6375
slow,83000,1315,6392
slow,83500,1311,6375
slow,84000,1311,6375
slow,84500,1309,6363
slow,85000,1307,6357
slow,85500,1311,6375
slow,86000,1310,6369
slow,86500,1307,6357
slow,87000,1309,6363
slow,87500,1316,6398
slow,88000,1311,6375
slow,88500,1311,6375
slow,89000,1242,6040
slow,89500,1311,6375
slow,90000,1316,6398
slow,90500,1315,6392
slow,91000,1307,6357
slow,91500,1315,6392
slow,92000,1315,6392
slow,92500,1316,6398
slow,93000,1310,6369
slow,93500,1316,6398
slow,94000,1310,6369
slow,94500,1310,6369
slow,95000,1315,6392
slow,95500,1315,6392
slow,96000,1312,6381
slow,96500,1311,6375
slow,97000,1310,6369
slow,97500,1243,6046
slow,98000,1311,6375
slow,98500,1310,6369
slow,99000,1307,6357
slow,99500,1315,6392
slow,100000,1312,6381
slow,100500,1309,6363
slow,101000,1309,6363
slow,101500,1311,6375
slow,102000,1314,6392
slow,102500,1316,6398
slow,103000,1311,6375
slow,103500,1312,6381
slow,104000,1315,6392
slow,104500,1310,6369
slow,105000,1310,6369
slow,105500,1312,6381
slow,106000,1236,6010
slow,106500,1315,6392
slow,107000,1309,6363
slow,107500,1316,6398
slow,108000,1310,6369
slow,108500,1311,6375
slow,109000,1317,6404
slow,109500,1312,6381
slow,110000,1317,6404
slow,110500,1309,6363
slow,111000,1317,6404
slow,111500,1315,6392
slow,112000,1315,6392
slow,112500,1311,6375
slow,113000,1312,6381
slow,113500,1316,6398
slow,114000,1315,6392
slow,114500,1301,6328
slow,115000,1308,6363
slow,115500,1316,6398
slow,116000,1315,6392
slow,116500,1311,6375
slow,117000,1316,6398
slow,117500,1315,6392
slow,118002,1311,6375
slow,118500,1309,6363
slow,119001,1309,6363
slow,119500,1311,6375
slow,120001,1311,6375
slow,120500,1311,6375
slow,121000,1309,6363
slow,121500,1312,6381
slow,122001,1309,6363
slow,122500,1315,6392
slow,123000,1311,6375
slow,123500,1315,6392
slow,124000,1311,6375
slow,124500,1312,6381
slow,125000,1307,6357
slow,125500,1317,6404
slow,126000,1312,6381
slow,126500,1309,6363
slow,127000,1315,6392
slow,127500,1311,6375
slow,128000,1315,6392
slow,128500,1311,6375
slow,129000,1311,6375
slow,129500,1316,6398
slow,130000,1317,6404
slow,130500,1311,6375
slow,131000,1315,6392
slow,131500,1315,6392
slow,132000,1315,6392
slow,132500,1312,6381
slow,133000,1309,6363
slow,133500,1315,6392
slow,134000,1311,6375
slow,134500,1309,6363
slow,135000,1310,6369
slow,135500,1315,6392
slow,136000,1315,6392
slow,136500,1316,6398
slow,137000,1315,6392
slow,137500,1316,6398
slow,138000,1312,6381
slow,138500,1311,6375
slow,139000,1310,6369
slow,139500,1315,6392
slow,140000,1315,6392
slow,140500,1316,6398
slow,141000,1311,6375
slow,141500,1316,6398
slow,142000,1317,6404
slow,142500,1316,6398
slow,143000,1315,6392
slow,143500,1316,6398
slow,144000,1311,6375
slow,144500,1315,6392
slow,145000,1315,6392
slow,145500,1316,6398
slow,146000,1312,6381
slow,146500,1307,6357
slow,147000,1311,6375
slow,147500,1316,6398
slow,148000,1316,6398
slow,148500,1309,6363
slow,149000,1309,6363
slow,149500,1312,6381
slow,150000,1316,6398
slow,150500,1317,6404
slow,151000,1318,6410
slow,151500,1315,6392
slow,152000,1315,6392
slow,152500,1309,6363
slow,153000,1311,6375
slow,153500,1318,6410
slow,154000,1316,6398
slow,154500,1311,6375
slow,155000,1311,6375
slow,155500,1315,6392
slow,156000,1316,6398
slow,156500,1312,6381
slow,157000,1311,6375
slow,157500,1317,6404
slow,158000,1316,6398
slow,158500,1312,6381
slow,159000,1311,6375
slow,159500,1316,6398
slow,160000,1311,6375
slow,160500,1309,6363
slow,161000,1311,6375
slow,161500,1240,6028
slow,162000,1317,6404
slow,162500,1309,6363
slow,163000,1312,6381
slow,163500,1315,6392
slow,164000,1312,6381
slow,164500,1315,6392
slow,165000,1316,6398
slow,165500,1311,6375
slow,166000,1311,6375
slow,166500,1310,6369
slow,167000,1307,6357
slow,167500,1311,6375
slow,168000,1315,6392
slow,168500,1308,6363
slow,169000,1309,6363
slow,169500,1311,6375
slow,170000,1239,6022
slow,170500,1315,6392
slow,171000,1311,6375
slow,171500,1315,6392
slow,172000,1312,6381
slow,172500,1316,6398
slow,173000,1312,6381
slow,173500,1316,6398
slow,174000,1312,6381
slow,174500,1316,6398
slow,175000,1315,6392
slow,175500,1311,6375
slow,176000,1312,6381
slow,176500,1312,6381
slow,177000,1311,6375
slow,177500,1315,6392
slow,178000,1316,6398
slow,178500,1307,6357
slow,179000,1312,6381
slow,179500,1316,6398
slow,180000,1315,6392
slow,180500,1311,6375
slow,181000,1310,6369
slow,181500,1315,6392
slow,182000,1315,6392
slow,182500,1309,6363
slow,183000,1308,6363
slow,183500,1317,6404
slow,184000,1316,6398
slow,184500,1317,6404
slow,185000,1316,6398
slow,185500,1316,6398
slow,186000,1314,6392
slow,186500,1311,6375
slow,187000,1309,6363
slow,187500,1316,6398
slow,188000,1312,6381
slow,188500,1317,6404
slow,189000,1311,6375
slow,189500,1316,6398
slow,190000,1317,6404
slow,190500,1311,6375
slow,191000,1315,6392
slow,191500,1315,6392
slow,192000,1317,6404
slow,192500,1312,6381
slow,193000,1317,6404
slow,193500,1311,6375
slow,194000,1317,6404
slow,194500,1311,6375
slow,195000,1312,6381
slow,195500,1315,6392
slow,196000,1317,6404
slow,196500,1310,6369
slow,197000,1316,6398
slow,197500,1315,6392
slow,198000,1316,6398
slow,198500,1315,6392
slow,199000,1316,6398
slow,199500,1316,6398
slow,200000,1315,6392
slow,200500,1311,6375
slow,201000,1311,6375
slow,201500,1312,6381
slow,202000,1315,6392
slow,202500,1309,6363
slow,203000,1309,6363
slow,203500,1315,6392
slow,204000,1315,6392
slow,204500,1311,6375
slow,205000,1317,6404
slow,205500,1316,6398
slow,206000,1317,6404
slow,206500,1310,6369
slow,207000,1309,6363
slow,207500,1317,6404
slow,208000,1314,6392
slow,208500,1315,6392
slow,209000,1310,6369
slow,209500,1316,6398
slow,210000,1315,6392
slow,210500,1317,6404
slow,211000,1317,6404
slow,211500,1316,6398
slow,212000,1315,6392
slow,212500,1315,6392
slow,213000,1315,6392
slow,213500,1311,6375
slow,214000,1317,6404
slow,214500,1311,6375
slow,215000,1315,6392
slow,215500,1315,6392
slow,216000,1316,6398
slow,216500,1309,6363
slow,217000,1315,6392
slow,217500,1315,6392
slow,218000,1316,6398
slow,218500,1315,6392
slow,219000,1315,6392
slow,219500,1315,6392
slow,220000,1316,6398
slow,220500,1309,6363
slow,221000,1310,6369
slow,221500,1312,6381
slow,222000,1315,6392
slow,222500,1309,6363
slow,223000,1310,6369
slow,223500,1317,6404
slow,224000,1316,6398
slow,224500,1316,6398
slow,225000,1312,6381
slow,225500,1239,6022
slow,226000,1315,6392
slow,226500,1311,6375
slow,227000,1310,6369
slow,227500,1315,6392
slow,228000,1317,6404
slow,228500,1317,6404
slow,229000,1310,6369
slow,229500,1315,6392
slow,230000,1315,6392
slow,230500,1317,6404
slow,231000,1317,6404
slow,231500,1317,6404
slow,232000,1315,6392
slow,232500,1315,6392
slow,233000,1315,6392
slow,233500,1311,6375
slow,234000,1263,6140
slow,234500,1308,6363
slow,235000,1315,6392
slow,235500,1312,6381
slow,236000,1315,6392
slow,236500,1309,6363
slow,237000,1316,6398
slow,237500,1318,6410
slow,238000,1315,6392
slow,238500,1317,6404
slow,239000,1311,6375
slow,239500,1316,6398
slow,240000,1311,6375
slow,240500,1309,6363
slow,241000,1311,6375
slow,241500,1312,6381
slow,242000,1312,6381
slow,242500,1300,6322
slow,243000,1311,6375
slow,243500,1315,6392
slow,244000,1315,6392
slow,244500,1316,6398
slow,245000,1315,6392
slow,245500,1315,6392
slow,246000,1315,6392
slow,246500,1315,6392
slow,247000,1311,6375
slow,247500,1317,6404
slow,248000,1311,6375
slow,248500,1317,6404
slow,249000,1311,6375
slow,249500,1317,6404
slow,250000,1315,6392
slow,250500,1311,6375
slow,251000,1311,6375
slow,251500,1317,6404
slow,252000,1316,6398
slow,252500,1317,6404
slow,253000,1317,6404
slow,253500,1316,6398
slow,254000,1315,6392
slow,254500,1311,6375
slow,255000,1310,6369
slow,255500,1317,6404
slow,256000,1317,6404
slow,256500,1310,6369
slow,257000,1309,6363
slow,257500,1316,6398
slow,258000,1315,6392
slow,258500,1317,6404
slow,259000,1311,6375
slow,259500,1317,6404
slow,260000,1317,6404
slow,260500,1309,6363
slow,261000,1309,6363
slow,261500,1315,6392
slow,262000,1317,6404
slow,262500,1315,6392
slow,263000,1311,6375
slow,263500,1315,6392
slow,264000,1317,6404
slow,264500,1315,6392
slow,265000,1315,6392
slow,265500,1315,6392
slow,266000,1316,6398
slow,266500,1317,6404
slow,267000,1316,6398
slow,267500,1311,6375
slow,268000,1315,6392
slow,268500,1310,6369
slow,269000,1315,6392
slow,269500,1315,6392
slow,270000,1315,6392
slow,270500,1309,6363
slow,271000,1312,6381
slow,271500,1319,6416
slow,272000,1317,6404
slow,272500,1315,6392
slow,273000,1316,6398
slow,273500,1316,6398
slow,274000,1317,6404
slow,274500,1309,6363
slow,275000,1310,6369
slow,275500,1317,6404
slow,276000,1315,6392
slow,276500,1307,6357
slow,277000,1309,6363
slow,277500,1316,6398
slow,278000,1316,6398
slow,278500,1316,6398
slow,279000,1317,6404
slow,279500,1315,6392
slow,280000,1317,6404
slow,280500,1317,6404
slow,281000,1255,6105
slow,281500,1317,6404
slow,282000,1316,6398
slow,282500,1315,6392
slow,283000,1316,6398
slow,283500,1317,6404
slow,284000,1318,6410
slow,284500,1311,6375
slow,285000,1315,6392
slow,285500,1311,6375
slow,286000,1317,6404
slow,286500,1315,6392
slow,287000,1311,6375
slow,287500,1316,6398
slow,288000,1316,6398
slow,288500,1309,6363
slow,289000,1311,6375
slow,289500,1240,6028
slow,290000,1315,6392
slow,290500,1310,6369
slow,291000,1311,6375
slow,291500,1317,6404
slow,292000,1317,6404
slow,292500,1315,6392
slow,293000,1315,6392
slow,293500,1317,6404
slow,294000,1319,6416
slow,294500,1311,6375
slow,295000,1311,6375
slow,295500,1315,6392
slow,296000,1316,6398
slow,296500,1315,6392
slow,297000,1311,6375
slow,297500,1317,6404
slow,298000,1240,6028
slow,298500,1316,6398
slow,299000,1312,6381
slow,299500,1317,6404
slow,300000,1315,6392
